nest_number,year,post_number,location_description,discovery_date,eggs_at_discovery,total_eggs,nest_fate,failure_cause,expected_hatch_date,actual_hatch_date,eggs_hatched,chicks_fledged,longitude,latitude,notes1,notes2,notes3
955,2018,321,20 fff,6/8/18,3,3,tide,tide,7/6/18,.,0,0,-119.881748,34.410453,found and collected 1 egg and transferred to zoo 6/14,,
956,2018,504,20 fff,6/13/18,3,3,abandoned,abandoned,7/11/18,.,0,0,-119.883021,34.411971,collected 1 egg remaining and dropped of at SB Zoo 7/5/2018,,
957,2018,351,25 fff,6/18/18,1,1,hatched,,7/18/18,7/3/18,1,0,-119.881871,34.410659,,,
958,2018,Delta,bonus nest,6/19/18,.,3,hatched,,7/17/18,6/16/18,3,0,-119.8774518,34.41407058,,*approximate coordinates from map,
959,2018,Delta,SW shore,6/19/18,.,3,hatched,,7/17/18,6/28/18,3,2,-119.8771275,34.41419053,nest was never seen - new brood was observed after hatching: 2 chicks @ discovery,*approximate coordinates from map,
960,2018,53,3 fff,6/21/18,3,3,hatched,,7/19/18,7/15/18,3,1,-119.880151,34.408548,,,
961,2018,95,8 fff,6/25/18,3,3,hatched,,7/23/18,7/18/18,3,3,-119.880477,34.408828,,,
962,2018,459,35 fff,6/27/18,1,2,hatched,,7/27/18,7/22/18,1,0,-119.882628,34.411645,between 7/18 and 7/23 went from 2 eggs to 1 egg.  Did not observe chick until 8/2 (1-2 weeks old). 2nd egg was no longer being incubated-transferred to SB zoo on 8/2/2018,,
963,2018,465,30 fff,6/27/18,2,2,hatched,,7/26/18,7/20/18,2,2,-119.882652,34.411663,,,
964,2018,624,14 fff,6/27/18,2,unconfirmed,hatched,,7/26/18,7/27/18,2,0,-119.883733,34.412848,,,
965,2018,318,55 fff,6/27/18,1,2,predator - unknown,unknown,7/27/18,.,0,0,-119.881547,34.410464,"1 egg out of 2 left  - remaining egg had large crack with contents still inside, as if adult on nest were attacked and cracked egg",,
966,2018,312,50 fff,6/27/18,2,3,hatched,,7/26/18,7/23/18,3,1,-119.881554,34.410447,,,
967,2018,270,60 fff,6/27/18,1,1,hatched,,7/27/18,7/23/18,1,1,-119.881247,34.410127,,,
968,2018,397,25 fff,7/3/18,2,unconfirmed,tide,tide,8/1/18,.,0,0,-119.882239,34.41105,,,
969,2018,287,50 fff,7/3/18,3,3,hatched,,7/31/18,7/23/18,3,2,-119.881375,34.410253,,,
970,2018,Delta,"E bank, mid, bonus nest",7/3/18,.,3,hatched,,.,7/1/18,3,3,-119.875526,34.415353,,*approximate coordinates from map,
971,2018,Delta,"SE bank, bonus nest",7/3/18,.,unconfirmed,hatched,,.,7/2/18,.,0,-119.875153,34.414418,nest was never seen - new brood was observed after hatching: 1 chick @ discovery,*approximate coordinates from map,
972,2018,234,15 fff,6/25/18,2,,hatched,,7/24/18,7/19/18,2,2,-119.881261,34.409791,,,
973,2018,238,80 fff,7/13/18,2,,hatched,,8/11/18,7/23/18,2,0,-119.880947,34.410012,,,
974,2018,Delta,"W bank, mid, bonus nest",7/17/18,.,unconfirmed,hatched,,.,7/16/18,.,1,-119.876345,34.41511,nest was never seen - new brood was observed after hatching: 2 chicks @ discovery,*approximate coordinates from map,
975,2018,Delta,"SE bank, bonus nest",7/17/18,.,unconfirmed,hatched,,.,7/17/18,0,0,-119.876131,34.413945,nest was never seen - new brood was observed after hatching: 2 chicks @ discovery,*approximate coordinates from map,
976,2018,Delta,"far NW bank, bonus nest",7/16/18,.,unconfirmed,hatched,,.,7/14/18,0,0,-119.874932,34.416478,nest was never seen - new brood was observed after hatching: 2 chicks @ discovery,*approximate coordinates from map,
977,2018,Delta,"far SW bank, bonus nest",7/17/18,.,unconfirmed,hatched,,.,7/17/18,0,0,-119.877254,34.413254,nest was never seen - new brood was observed after hatching: 1 chick @ discovery,*approximate coordinates from map,
978,2018,Delta,"W bank, mid -N of pile of clothes",7/13/18,.,unconfirmed,hatched,,8/10/18,7/30/18,.,1,-119.876401,34.414449,,*approximate coordinates from map,
979,2018,675,bonus nest,7/20/18,.,unconfirmed,hatched,,,7/19/18,.,2,N/A,N/A,nest was never seen - new brood was observed after hatching: 2 chicks @ discovery,,
980,2018,410,30 fff,7/26/18,1,unconfirmed,abandoned,abandoned,.,.,0,0,-119.882266,34.411165,"discovered by docent. Nest with 1 egg, never observed incubating parent.  Transferred to zoo on 8/2/2018",,
981,2018,612,30 fff,7/13/18,3,3,hatched,,8/10/18,7/27/18,3,3,-119.883649,34.412801,,*approximate coordinates from map,
